cdate,cp,pctlead,slope6,slope7
1950-01-03,16.6600,1.1405,,
1950-01-04,16.8500,0.4748,,
1950-01-05,16.9300,0.2953,,
1950-01-06,16.9800,0.5889,,
1950-01-09,17.0800,-0.2927,,
1950-01-10,17.0300,0.3523,,
1950-01-11,17.0900,-1.9310,0.4217,
1950-01-12,16.7600,-0.5370,-0.0883,0.0842
1950-01-13,16.6700,0.2999,-0.2559,-0.1518
1950-01-16,16.7200,0.8373,-0.2565,-0.1775
1950-01-17,16.8600,-0.0593,-0.2175,-0.1015
1950-01-18,16.8500,0.1187,-0.1783,-0.1949
1950-01-19,16.8700,0.1778,-0.2184,-0.1358
1950-01-20,16.9000,0.1183,0.1388,-0.1615
1950-01-23,16.9200,-0.3546,0.2472,0.1358
1950-01-24,16.8600,-0.7117,0.1383,0.1610
1950-01-25,16.7400,-0.0597,-0.1186,0.0169
1950-01-26,16.7300,0.5380,-0.1188,-0.1103
1950-01-27,16.8200,1.1891,-0.0495,-0.0255
1950-01-30,17.0200,0.1763,0.1187,0.1271
1950-01-31,17.0500,0.0000,0.1284,0.1270
1950-02-01,17.0500,1.0557,0.1874,0.1099
1950-02-02,17.2300,0.3482,0.4809,0.3119
1950-02-03,17.2900,0.1735,0.5466,0.4614
1950-02-06,17.3200,-0.5196,0.4856,0.4926
1950-02-07,17.2300,-0.1161,0.2035,0.3411
1950-02-08,17.2100,0.4068,0.1548,0.1578
1950-02-09,17.2800,-0.2315,0.2221,0.1907
1950-02-10,17.2400,-1.0441,0.0097,0.1573
1950-02-14,17.0600,0.0000,-0.2226,-0.1409
1950-02-15,17.0600,-0.4103,-0.2522,-0.1910
1950-02-16,16.9900,0.9417,-0.2334,-0.2748
1950-02-17,17.1500,0.2916,-0.0584,-0.0667
1950-02-20,17.2000,-0.1744,-0.0779,-0.0083
1950-02-21,17.1700,0.2330,-0.0682,-0.0918
1950-02-23,17.2100,0.4068,0.1459,-0.0250
1950-02-24,17.2800,0.0000,0.2136,0.1832
1950-02-27,17.2800,-0.3472,0.2808,0.1829
1950-02-28,17.2200,0.1161,0.0677,0.1909
1950-03-01,17.2400,-0.0580,0.0387,0.0746
1950-03-02,17.2300,0.3482,0.0580,0.0249
1950-03-03,17.2900,0.1735,0.0773,0.0994
1950-03-06,17.3200,-0.6928,0.0386,0.0910
1950-03-07,17.2000,-0.0581,-0.0773,-0.0662
1950-03-08,17.1900,-0.6981,-0.0290,-0.0746
1950-03-09,17.0700,0.1172,-0.1646,-0.1244
1950-03-10,17.0900,0.1755,-0.1357,-0.1246
1950-03-13,17.1200,0.7593,-0.1651,-0.0915
1950-03-14,17.2500,1.1594,-0.0680,-0.0333
1950-03-15,17.4500,0.2292,0.2423,0.1080
1950-03-16,17.4900,-0.2287,0.2899,0.2403
1950-03-17,17.4500,-0.0573,0.3659,0.2150
1950-03-20,17.4400,0.0573,0.3359,0.3051
1950-03-21,17.4500,0.5731,0.3157,0.2959
1950-03-22,17.5500,0.0570,0.2862,0.3522
1950-03-23,17.5600,0.0000,0.1048,0.2533
1950-03-24,17.5600,-0.5695,0.0667,0.0898
1950-03-27,17.4600,0.4009,0.0095,-0.0245
1950-03-28,17.5300,-0.5134,0.0856,0.0653
1950-03-29,17.4400,-0.8028,-0.0095,0.0000
1950-03-30,17.3000,-0.0578,-0.2384,-0.1226
1950-03-31,17.2900,1.3881,-0.2582,-0.2129
1950-04-03,17.5300,0.1141,-0.0287,-0.0246
1950-04-04,17.5500,0.4558,0.0860,-0.0082
1950-04-05,17.6300,0.8508,0.0955,0.1390
1950-04-06,17.7800,0.3937,0.3236,0.2040
1950-04-10,17.8500,-0.5602,0.5207,0.3335
1950-04-11,17.7500,1.0704,0.4336,0.3647
1950-04-12,17.9400,0.2230,0.3850,0.5241
1950-04-13,17.9800,-0.1112,0.4021,0.3615
1950-04-14,17.9600,-0.4454,0.3077,0.3283
1950-04-17,17.8800,0.8389,0.0931,0.1998
1950-04-18,18.0300,0.1109,0.1674,0.1994
1950-04-19,18.0500,-0.6648,0.2782,0.1592
1950-04-20,17.9300,0.1673,-0.0093,0.1431
1950-04-21,17.9600,-0.7238,-0.0186,0.0159
1950-04-24,17.8300,0.0000,-0.1207,-0.1194
1950-04-25,17.8300,-0.3926,-0.0465,-0.1036
1950-04-26,17.7600,0.5631,-0.2515,-0.0957
1950-04-27,17.8600,0.5599,-0.1773,-0.1358
1950-04-28,17.9600,1.4477,0.0280,-0.0719
1950-05-01,18.2200,-0.6037,0.2420,0.2312
1950-05-02,18.1100,0.8835,0.2599,0.1195
1950-05-03,18.2700,-0.8210,0.4067,0.3492
1950-05-04,18.1200,0.5519,0.3317,0.2296
1950-05-05,18.2200,0.2744,0.3306,0.3629
1950-05-08,18.2700,0.0000,0.2839,0.3224
1950-05-09,18.2700,0.1095,0.0458,0.2432
1950-05-10,18.2900,0.0000,0.1645,0.0549
1950-05-11,18.2900,-0.6014,0.0183,0.1409
1950-05-12,18.1800,0.4400,0.0548,-0.0705
1950-05-15,18.2600,0.9858,0.0365,0.1096
1950-05-16,18.4400,0.4338,0.1549,0.1719
1950-05-17,18.5200,0.2160,0.2273,0.1949
1950-05-18,18.5600,0.6466,0.2449,0.2256
1950-05-19,18.6800,-0.4283,0.3525,0.3025
1950-05-22,18.6000,0.5914,0.3782,0.2399
1950-05-23,18.7100,-0.1069,0.4036,0.4084
1950-05-24,18.6900,0.0000,0.2237,0.3303
1950-05-25,18.6900,-0.1070,0.1519,0.1916
1950-05-26,18.6700,0.2678,0.0982,0.1149
1950-05-29,18.7200,0.3205,0.0357,0.1224
1950-05-31,18.7800,-0.0533,0.1603,0.0764
1950-06-01,18.7700,0.1066,0.0534,0.1297
1950-06-02,18.7900,-1.0112,0.0890,0.0610
1950-06-05,18.6000,1.5054,-0.0801,-0.0687
1950-06-06,18.8800,0.2648,0.1866,0.1448
1950-06-07,18.9300,1.1093,0.1863,0.1978
1950-06-08,19.1400,0.6270,0.3183,0.3184
1950-06-09,19.2600,0.7269,0.4313,0.3626
1950-06-12,19.4000,-0.7732,0.5341,0.4737
1950-06-13,19.2500,-1.4026,0.5659,0.3447
1950-06-14,18.9800,-0.2634,0.0870,0.2839
1950-06-15,18.9300,0.2113,0.0000,0.0373
1950-06-16,18.9700,-0.2636,-0.1481,0.0299
1950-06-19,18.9200,-0.4757,-0.2971,-0.1645
1950-06-20,18.8300,0.9028,-0.5005,-0.3226
1950-06-21,19.0000,0.8421,-0.2200,-0.3010
1950-06-22,19.1600,-0.1044,0.1582,-0.0678
1950-06-23,19.1400,-5.3814,0.1842,0.1203
1950-06-26,18.1100,-1.1044,-0.7600,-0.6206
1950-06-27,17.9100,1.1167,-0.9006,-0.8087
1950-06-28,18.1100,-3.6996,-0.6461,-0.6218
1950-06-29,17.4400,1.4335,-1.4199,-1.0786
1950-06-30,17.6900,-0.2827,-1.3561,-1.0270
1950-07-03,17.6400,0.9637,-1.4032,-1.2060
1950-07-05,17.8100,0.5615,-0.2814,-1.0665
1950-07-06,17.9100,-1.3400,0.0000,-0.1606
1950-07-07,17.6700,-0.4527,-0.4145,-0.1931
1950-07-10,17.5900,-1.5350,0.1411,-0.4202
1950-07-11,17.3200,-2.5981,-0.3493,-0.0971
1950-07-12,16.8700,-1.0670,-0.7321,-0.6677
1950-07-13,16.6900,1.0785,-1.0764,-0.7796
1950-07-14,16.8700,-1.1263,-1.0096,-0.7774
1950-07-17,16.6800,2.2782,-0.9704,-1.0277
1950-07-18,17.0600,1.7585,-0.5222,-0.5123
1950-07-19,17.3600,1.4401,0.0394,-0.1935
1950-07-20,17.6100,-0.1136,0.7236,0.2434
1950-07-21,17.5900,-0.6254,0.8723,0.6007
1950-07-24,17.4800,-1.4302,0.5878,0.6548
1950-07-25,17.2300,0.2322,0.5272,0.2975
1950-07-26,17.2700,1.3318,0.2009,0.4852
1950-07-27,17.5000,1.0857,0.1337,0.3605
1950-07-28,17.6900,0.8479,0.0764,0.2697
1950-07-31,17.8400,1.0090,0.2381,0.1876
1950-08-01,18.0200,-0.3885,0.5116,0.3495
1950-08-02,17.9500,0.2228,0.6775,0.3806
1950-08-03,17.9900,0.8338,0.6730,0.6116
1950-08-04,18.1400,1.4884,0.5946,0.6953
1950-08-07,18.4100,0.2716,0.6645,0.7220
1950-08-08,18.4600,0.8126,0.5690,0.6072
1950-08-09,18.6100,-0.6986,0.5385,0.6035
1950-08-10,18.4800,-1.0822,0.4814,0.3593
1950-08-11,18.2800,0.0547,0.2627,0.2571
1950-08-14,18.2900,0.1640,0.1357,0.2332
1950-08-15,18.3200,0.1092,-0.0815,0.1397
1950-08-16,18.3400,1.0905,-0.1088,-0.0544
1950-08-17,18.5400,0.7551,-0.0635,0.0621
1950-08-18,18.6800,0.1071,0.1811,0.0543
1950-08-21,18.7000,-0.1070,0.3788,0.1703
1950-08-22,18.6800,0.7495,0.3505,0.3088
1950-08-23,18.8200,-0.1594,0.4474,0.4074
1950-08-24,18.7900,-1.3305,0.4010,0.3600
1950-08-25,18.5400,-0.0539,0.0000,0.1530
1950-08-28,18.5300,0.0540,-0.1339,-0.0076
1950-08-29,18.5400,-0.5933,-0.1430,-0.1072
1950-08-30,18.4300,-0.0543,-0.2239,-0.2072
1950-08-31,18.4200,0.7057,-0.3596,-0.1999
1950-09-01,18.5500,0.7008,-0.2162,-0.2080
1950-09-05,18.6800,-0.7495,0.1260,-0.0848
1950-09-06,18.5400,0.2697,0.0090,0.0000
1950-09-07,18.5900,0.8607,0.0450,0.0462
1950-09-08,18.7500,-0.7467,0.2869,0.1616
1950-09-11,18.6100,1.3971,0.1701,0.1383
1950-09-12,18.8700,1.1659,0.2856,0.3446
1950-09-13,19.0900,0.4715,0.3646,0.4118
1950-09-14,19.1800,0.5735,0.5659,0.3799
1950-09-15,19.2900,0.4147,0.6152,0.5666
1950-09-18,19.3700,-0.3098,0.5419,0.5858
1950-09-19,19.3100,-0.5179,0.6081,0.4188
1950-09-20,19.2100,0.8329,0.2945,0.4467
1950-09-21,19.3700,0.3614,0.2419,0.3709
1950-09-22,19.4400,-0.1029,0.2242,0.2589
1950-09-25,19.4200,-1.4418,0.1120,0.1772
1950-09-26,19.1400,1.4107,-0.1985,-0.1109
1950-09-27,19.4100,0.0515,0.0862,0.0296
1950-09-28,19.4200,0.1545,0.1807,0.0812
1950-09-29,19.4500,1.2339,0.0688,0.1769
1950-10-02,19.6900,-0.1524,0.2145,0.2353
1950-10-03,19.6600,1.7294,0.2055,0.1615
1950-10-04,20.0000,-0.5500,0.7311,0.4241
1950-10-05,19.8900,1.1564,0.4064,0.5454
1950-10-06,20.1200,-0.5964,0.5892,0.5136
1950-10-09,20.0000,-1.1000,0.4608,0.4178
1950-10-10,19.7800,0.4044,0.0753,0.2372
1950-10-11,19.8600,-0.0504,0.1672,0.1220
1950-10-13,19.8500,-0.7053,-0.1255,0.1362
1950-10-16,19.7100,0.9132,-0.1509,-0.2083
1950-10-17,19.8900,0.6033,-0.1931,0.0000
1950-10-18,20.0100,0.0500,0.0084,-0.0791
1950-10-19,20.0200,-0.2997,0.2011,0.0144
1950-10-20,19.9600,0.0000,0.0837,0.1292
1950-10-23,19.9600,0.6012,0.0920,0.0717
1950-10-24,20.0800,-0.1494,0.3085,0.1647
1950-10-25,20.0500,-2.1945,0.1332,0.2429
1950-10-26,19.6100,0.8159,-0.3342,-0.2004
1950-10-27,19.7700,-0.8093,-0.2093,-0.1721
1950-10-30,19.6100,-0.4080,-0.2939,-0.2949
1950-10-31,19.5300,0.1536,-0.3624,-0.3102
1950-11-01,19.5600,0.8691,-0.4402,-0.2894
1950-11-02,19.7300,0.6082,-0.2716,-0.2539
1950-11-03,19.8500,-2.4685,0.2033,-0.1453
1950-11-06,19.3600,1.0330,-0.3485,-0.1819
1950-11-08,19.5600,1.1759,-0.0425,-0.1531
1950-11-09,19.7900,0.7580,0.2206,0.1310
1950-11-10,19.9400,0.3510,0.3214,0.2976
1950-11-13,20.0100,-0.7496,0.2363,0.3255
1950-11-14,19.8600,-0.2014,0.0084,0.0940
1950-11-15,19.8200,-0.5045,0.3866,-0.0217
1950-11-16,19.7200,0.7099,0.1343,0.2596
1950-11-17,19.8600,0.3525,0.0587,0.2158
1950-11-20,19.9300,-0.2509,-0.0084,0.1006
1950-11-21,19.8800,1.4085,-0.1092,-0.0431
1950-11-22,20.1600,0.7937,0.2513,0.1077
1950-11-24,20.3200,-0.6890,0.4171,0.3293
1950-11-27,20.1800,-3.0724,0.3823,0.2571
1950-11-28,19.5600,-0.9714,-0.2499,-0.1144
1950-11-29,19.3700,0.7228,-0.4687,-0.3515
1950-11-30,19.5100,0.7688,-0.3107,-0.3022
1950-12-01,19.6600,-3.3571,-0.4216,-0.1585
1950-12-04,19.0000,1.6316,-1.1255,-0.8430
1950-12-05,19.3100,0.7250,-0.7474,-0.7394
1950-12-06,19.4500,-0.2571,-0.0946,-0.5373
1950-12-07,19.4000,0.0000,0.0258,-0.1179
1950-12-08,19.4000,1.6495,-0.0946,0.0221
1950-12-11,19.7200,-0.2028,0.0516,0.1545
1950-12-12,19.6800,-0.0508,0.5814,0.0147
1950-12-13,19.6700,-1.2201,0.3069,0.4904
1950-12-14,19.4300,-0.5147,-0.0171,0.0878
1950-12-15,19.3300,2.6901,-0.0597,-0.0878
1950-12-18,19.8500,0.5542,0.3824,0.3283
1950-12-19,19.9600,0.0501,0.2035,0.4069
1950-12-20,19.9700,0.0501,0.2453,0.1813
1950-12-21,19.9800,0.4505,0.2616,0.2171
1950-12-22,20.0700,-0.7474,0.5371,0.2886
1950-12-26,19.9200,1.9076,0.4927,0.3523
1950-12-27,20.3000,0.3941,0.3744,0.6926
1950-12-28,20.3800,0.2453,0.3482,0.3770
1950-12-29,20.4300,1.6642,0.3799,0.3332
1951-01-02,20.7700,-0.3852,0.6482,0.5640
1951-01-03,20.6900,0.8700,0.5062,0.4980
1951-01-04,20.8700,0.0000,0.7696,0.5580
1951-01-05,20.8700,0.6229,0.4596,0.6583
1951-01-08,21.0000,0.5714,0.4975,0.4827
1951-01-09,21.1200,-1.2784,0.5506,0.5077
1951-01-10,20.8500,1.6307,0.0638,0.2873
1951-01-11,21.1900,-0.3775,0.3971,0.2865
1951-01-12,21.1100,0.9000,0.1903,0.2857
1951-01-15,21.3000,0.7512,0.3397,0.2916
1951-01-16,21.4600,0.4194,0.3621,0.3986
1951-01-17,21.5500,-0.6961,0.3374,0.3702
1951-01-18,21.4000,-0.1869,0.4297,0.1881
1951-01-19,21.3600,-0.8427,0.1326,0.3414
1951-01-22,21.1800,0.3777,0.0546,-0.0067
1951-01-23,21.2600,-0.4704,-0.0312,0.1003
1951-01-24,21.1600,-0.6144,-0.2345,-0.0937
1951-01-25,21.0300,1.0937,-0.4082,-0.2887
1951-01-26,21.2600,1.9285,-0.1100,-0.1951
1951-01-29,21.6700,0.3230,0.2430,0.1813
1951-01-30,21.7400,-0.3680,0.4371,0.2545
1951-01-31,21.6600,0.5078,0.3112,0.3205
1951-02-01,21.7700,0.8728,0.4724,0.3393
1951-02-02,21.9600,1.0929,0.7151,0.5295
1951-02-05,22.2000,-0.3604,0.7176,0.7684
1951-02-06,22.1200,-0.5877,0.3423,0.5617
1951-02-07,21.9900,0.4548,0.1898,0.2086
1951-02-08,22.0900,0.3622,0.3254,0.2276
1951-02-09,22.1700,0.0451,0.3018,0.3305
1951-02-13,22.1800,-0.2705,0.1657,0.2650
1951-02-14,22.1200,-0.5425,-0.0603,0.1033
1951-02-15,22.0000,0.5909,-0.0905,-0.1293
1951-02-16,22.1300,-1.3556,0.1055,0.0065
1951-02-19,21.8300,-0.1832,-0.1963,-0.1035
1951-02-20,21.7900,0.3212,-0.2878,-0.1945
1951-02-21,21.8600,0.2745,-0.2429,-0.2014
1951-02-23,21.9200,0.0456,-0.1521,-0.1692
1951-02-26,21.9300,-0.7752,-0.0532,-0.1238
1951-02-27,21.7600,0.1838,-0.2822,-0.1566
1951-02-28,21.8000,0.2294,-0.0229,-0.2158
1951-03-01,21.8500,0.3661,0.0458,0.0131
1951-03-02,21.9300,-0.6384,0.0534,0.0915
1951-03-05,21.7900,0.0000,-0.0992,-0.0458
1951-03-06,21.7900,0.3212,-0.1069,-0.0851
1951-03-07,21.8600,0.4117,0.0763,-0.0458
1951-03-08,21.9500,0.0000,0.1144,0.1242
1951-03-09,21.9500,-1.1390,0.0762,0.0980
1951-03-12,21.7000,-1.3364,-0.1755,-0.0981
1951-03-13,21.4100,-0.7473,-0.2908,-0.3411
1951-03-14,21.2500,0.1882,-0.4150,-0.3555
1951-03-15,21.2900,1.6440,-0.4400,-0.3302
1951-03-16,21.6400,-0.3697,-0.2399,-0.1455
1951-03-19,21.5600,-0.1855,-0.3027,-0.2586
1951-03-20,21.5200,0.5576,-0.1399,-0.2860
1951-03-21,21.6400,0.4159,0.1784,-0.0399
1951-03-22,21.7300,-0.9204,0.3710,0.2124
1951-03-26,21.5300,-0.0929,0.1852,0.1855
1951-03-27,21.5100,-1.1623,-0.1004,0.1456
1951-03-28,21.2600,0.3293,-0.2322,-0.2521
1951-03-29,21.3300,0.7032,-0.1473,-0.1528
1951-03-30,21.4800,-0.7449,-0.1242,-0.0266
1951-04-02,21.3200,-0.2814,-0.3192,-0.2131
1951-04-03,21.2600,0.6585,-0.2107,-0.3140
1951-04-04,21.4000,1.3551,-0.0859,-0.0869
1951-04-05,21.6900,0.1383,0.3347,0.1202
1951-04-06,21.7200,-0.1842,0.3026,0.3063
1951-04-09,21.6800,-0.1384,0.1550,0.2325
1951-04-10,21.6500,-0.0462,0.2550,0.1128
1951-04-11,21.6400,0.8780,0.2928,0.2119
1951-04-12,21.8300,1.1910,0.3302,0.3760
1951-04-13,22.0900,-0.2263,0.3063,0.4531
1951-04-16,22.0400,0.2269,0.2444,0.2293
1951-04-17,22.0900,0.1811,0.3122,0.2418
1951-04-18,22.1300,-0.4067,0.3641,0.2932
1951-04-19,22.0400,0.0000,0.3025,0.2535
1951-04-20,22.0400,0.0454,0.1586,0.2593
1951-04-23,22.0500,-0.4082,-0.0302,0.1424
1951-04-24,21.9600,0.0455,-0.0605,-0.0842
1951-04-25,21.9700,0.8648,-0.0908,-0.0454
1951-04-26,22.1600,1.0379,0.0227,0.0454
1951-04-27,22.3900,0.1787,0.2640,0.1682
1951-04-30,22.4300,0.4458,0.2933,0.2516
1951-05-01,22.5300,0.3995,0.3597,0.3151
1951-05-02,22.6200,0.8400,0.4922,0.3652
1951-05-03,22.8100,-0.1754,0.6225,0.5417
1951-05-04,22.7700,-0.6148,0.4500,0.5073
1951-05-07,22.6300,-0.0884,0.1767,0.2971
1951-05-08,22.6100,0.1327,0.1324,0.1389
1951-05-09,22.6400,-0.5742,0.0808,0.1324
1951-05-10,22.5100,-0.7996,-0.0809,-0.0126
1951-05-11,22.3300,-0.6717,-0.3543,-0.1832
1951-05-14,22.1800,-1.8936,-0.4374,-0.3996
1951-05-15,21.7600,-0.3217,-0.6491,-0.6447
1951-05-16,21.6900,1.0143,-0.6912,-0.6036
1951-05-17,21.9100,-1.8257,-0.5514,-0.4516
1951-05-18,21.5100,-0.2325,-0.7612,-0.7343
1951-05-21,21.4600,-0.4660,-0.6666,-0.6870
1951-05-22,21.3600,-0.9363,-0.6323,-0.6387
1951-05-23,21.1600,-0.5199,-0.4648,-0.6762
1951-05-24,21.0500,-0.0950,-0.4982,-0.4729
1951-05-25,21.0300,0.8559,-0.6898,-0.4415
1951-05-28,21.2100,0.6601,-0.2357,-0.4705
1951-05-29,21.3500,0.7963,-0.0865,-0.1077
1951-05-31,21.5200,-0.1859,0.1257,0.0404
1951-06-01,21.4800,-1.1173,0.2507,0.0806
1951-06-04,21.2400,0.4237,0.1486,0.0537
1951-06-05,21.3300,0.7032,0.2341,0.1877
1951-06-06,21.4800,0.3724,0.2103,0.3008
1951-06-07,21.5600,-0.3247,0.1633,0.2334
1951-06-08,21.4900,0.5584,-0.0233,0.0933
1951-06-11,21.6100,-0.4165,0.1010,0.0599
1951-06-12,21.5200,0.1394,0.2171,0.0266
1951-06-13,21.5500,1.3457,0.1703,0.2059
1951-06-14,21.8400,0.9158,0.2778,0.3376
1951-06-15,22.0400,0.0454,0.3691,0.3694
1951-06-18,22.0500,-0.1360,0.4288,0.3222
1951-06-19,22.0200,-0.4995,0.3129,0.3472
1951-06-20,21.9100,-0.5933,0.2968,0.1962
1951-06-21,21.7800,-1.0560,0.1747,0.1697
1951-06-22,21.5500,-1.2065,-0.2208,0.0000
1951-06-25,21.2900,0.0470,-0.5743,-0.3603
1951-06-26,21.3000,0.3286,-0.5776,-0.4872
1951-06-27,21.3700,-1.2635,-0.5031,-0.4497
1951-06-28,21.1000,-0.6635,-0.6309,-0.6121
1951-06-29,20.9600,0.6679,-0.6428,-0.6361
1951-07-02,21.1000,0.6161,-0.3540,-0.4574
1951-07-03,21.2300,1.9312,-0.0472,-0.2157
1951-07-05,21.6400,0.0000,0.2669,0.2354
1951-07-06,21.6400,0.4159,0.2115,0.2281
1951-07-09,21.7300,-0.4602,0.4910,0.2410
1951-07-10,21.6300,0.2312,0.5195,0.3535
1951-07-11,21.6800,0.5535,0.4477,0.4779
1951-07-12,21.8000,0.8257,0.4381,0.4625
1951-07-13,21.9800,-1.1374,0.2606,0.4931
1951-07-16,21.7300,0.8744,0.0689,0.0591
1951-07-17,21.9200,-0.1825,0.1453,0.1836
1951-07-18,21.8800,-0.1828,0.1909,0.0983
1951-07-19,21.8400,0.1831,0.1220,0.1374
1951-07-20,21.8800,1.0055,0.0610,0.1307
1951-07-23,22.1000,1.5385,0.0914,0.1957
1951-07-24,22.4400,-0.5348,0.5376,0.2991
1951-07-25,22.3200,0.6720,0.3020,0.3822
1951-07-26,22.4700,0.2670,0.4434,0.3550
1951-07-27,22.5300,0.4438,0.5159,0.4178
1951-07-30,22.6300,-1.0163,0.5577,0.5052
1951-07-31,22.4000,0.4911,0.2226,0.3314
1951-08-01,22.5100,1.3772,0.0519,0.2606
1951-08-02,22.8200,0.1315,0.3694,0.2410
1951-08-03,22.8500,0.7002,0.2799,0.3350
1951-08-06,23.0100,0.0869,0.3524,0.3402
1951-08-07,23.0300,-0.4342,0.2928,0.3140
1951-08-08,22.9300,-0.3925,0.3864,0.1880
1951-08-09,22.8400,-0.2189,0.2400,0.2750
1951-08-10,22.7900,0.0439,-0.0218,0.1747
1951-08-13,22.8000,-0.4386,-0.0364,-0.0125
1951-08-14,22.7000,0.3965,-0.2261,-0.0937
1951-08-15,22.7900,0.3510,-0.1754,-0.1376
1951-08-16,22.8700,0.3061,-0.0439,-0.1002
1951-08-17,22.9400,-0.0436,0.0731,0.0063
1951-08-20,22.9300,-0.4361,0.1022,0.0563
1951-08-21,22.8300,-0.3504,0.0219,0.0250
1951-08-22,22.7500,0.6593,0.0365,-0.0313
1951-08-23,22.9000,-0.0873,0.0802,0.1250
1951-08-24,22.8800,-0.1311,0.0073,0.0562
1951-08-27,22.8500,0.2188,-0.0656,-0.0125
1951-08-28,22.9000,0.7860,-0.0219,-0.0250
1951-08-29,23.0800,0.6932,0.1820,0.0936
1951-08-30,23.2400,0.1721,0.3555,0.2553
1951-08-31,23.2800,0.0000,0.2749,0.3289
1951-09-04,23.2800,0.6014,0.2885,0.2353
1951-09-05,23.4200,0.2135,0.4095,0.3332
1951-09-06,23.4700,0.2557,0.4078,0.3811
1951-09-07,23.5300,0.3825,0.3209,0.3858
1951-09-10,23.6200,-0.5080,0.2703,0.3296
1951-09-11,23.5000,0.4255,0.1562,0.1584
1951-09-12,23.6000,0.4661,0.2267,0.1946
1951-09-13,23.7100,-0.0843,0.2050,0.2608
1951-09-14,23.6900,-0.2955,0.1553,0.1635
1951-09-17,23.6200,-0.1270,0.0635,0.0908
1951-09-18,23.5900,0.0000,-0.0212,0.0363
1951-09-19,23.5900,-0.0848,0.0635,-0.0181
1951-09-20,23.5700,-0.7213,-0.0212,0.0423
1951-09-21,23.4000,-0.4274,-0.2191,-0.1211
1951-09-24,23.3000,0.3433,-0.2765,-0.2488
1951-09-25,23.3800,0.0855,-0.1704,-0.1885
1951-09-26,23.4000,-0.5556,-0.1351,-0.1340
1951-09-27,23.2700,-0.0430,-0.2281,-0.1952
1951-09-28,23.2600,0.9028,-0.2214,-0.2017
1951-10-01,23.4700,0.7243,0.0500,-0.0612
1951-10-02,23.6400,0.6345,0.2421,0.1466
1951-10-03,23.7900,-0.2942,0.2911,0.2984
1951-10-04,23.7200,0.2530,0.2267,0.2066
1951-10-05,23.7800,-0.1262,0.3600,0.2304
1951-10-08,23.7500,-0.4211,0.3447,0.2902
1951-10-09,23.6500,-0.1691,0.1265,0.2352
1951-10-10,23.6100,0.3812,-0.0211,0.0844
1951-10-11,23.7000,0.6329,-0.0633,0.0361
1951-10-15,23.8500,-0.3354,0.0913,0.0361
1951-10-16,23.7700,-0.3366,-0.0070,0.0301
1951-10-17,23.6900,-0.0844,-0.0422,-0.0542
1951-10-18,23.6700,-1.4787,0.0141,-0.0482
1951-10-19,23.3200,-2.4443,-0.2042,-0.1993
1951-10-22,22.7500,0.3956,-0.6735,-0.5220
1951-10-23,22.8400,0.8319,-0.7212,-0.5247
1951-10-24,23.0300,-0.3040,-0.5312,-0.5029
1951-10-25,22.9600,-0.6533,-0.5268,-0.4992
1951-10-26,22.8100,-0.5261,-0.6245,-0.5453
1951-10-29,22.6900,-0.1322,-0.4596,-0.6110
1951-10-30,22.6600,1.2357,-0.0657,-0.4132
1951-10-31,22.9400,0.6975,0.0729,0.1188
1951-11-01,23.1000,-0.7359,0.0510,0.1623
1951-11-02,22.9300,-0.4797,-0.0219,-0.0625
1951-11-05,22.8200,-1.4461,0.0073,-0.0875
1951-11-07,22.4900,-0.0889,-0.1461,-0.2005
1951-11-08,22.4700,1.2461,-0.1389,-0.1380
1951-11-09,22.7500,0.1758,-0.1391,0.0564
1951-11-13,22.7900,0.2633,-0.2275,-0.0941
1951-11-14,22.8500,-0.0438,-0.0588,-0.1571
1951-11-15,22.8400,-0.0876,0.0147,-0.0566
1951-11-16,22.8200,-0.3944,0.2417,0.0000
1951-11-19,22.7300,-0.2200,0.1901,0.1507
1951-11-20,22.6800,-0.1764,-0.0512,0.1317
1951-11-21,22.6400,-1.0601,-0.1098,-0.0690
1951-11-23,22.4000,0.1339,-0.3306,-0.2453
1951-11-26,22.4300,1.0254,-0.3021,-0.2649
1951-11-27,22.6600,-0.2206,-0.1180,-0.1137
1951-11-28,22.6100,0.2654,-0.0886,-0.1328
1951-11-29,22.6700,0.9263,-0.0074,-0.0380
1951-11-30,22.8800,0.5682,0.1769,0.1263
1951-12-03,23.0100,0.5650,0.4477,0.2332
1951-12-04,23.1400,-0.3025,0.5184,0.4642
1951-12-05,23.0700,1.1704,0.2984,0.3999
1951-12-06,23.3400,0.1714,0.5286,0.4231
1951-12-07,23.3800,0.1711,0.5115,0.4768
1951-12-10,23.4200,-0.5124,0.3875,0.4623
1951-12-11,23.3000,0.3004,0.2077,0.2582
1951-12-12,23.3700,0.0856,0.1644,0.2208
1951-12-13,23.3900,-0.0855,0.2282,0.1531
1951-12-14,23.3700,0.1712,0.0214,0.1834
1951-12-17,23.4100,0.3417,0.0214,0.0428
1951-12-18,23.4900,0.3406,0.0499,0.0672
1951-12-19,23.5700,0.0000,0.1920,0.0915
1951-12-20,23.5700,-0.2546,0.1420,0.1645
1951-12-21,23.5100,0.1276,0.0852,0.0852
1951-12-24,23.5400,-0.4248,0.1205,0.0912
1951-12-26,23.4400,0.8959,0.0213,0.0425
1951-12-27,23.6500,0.1691,0.1133,0.1457
1951-12-28,23.6900,0.3377,0.0849,0.1212
1951-12-31,23.7700,0.1262,0.1412,0.1211
